# ITEM00012;Description;Tablename;Fieldname (WAMAS);Shortname (xml relevant);Datatype (WAMAS);Length (WAMAS);Decimalplaces (WAMAS);Mandatory;Foreignkey;Documentation;ERP relevant;Fieldname (SAP);Datatype (SAP);Length (SAP);Decimalplaces (SAP)
120;Outbound delivery block OG;OgItem;obdBlock;ogObdBlock;B;1;0;;;The 'Outbound delivery block' flag is considered in automatic and manual release actions of outbound deliveries.The control center user can override this warning manually.Once 'Release for picking' was done/carried out, the 'Outbound delivery block' flag is not considered anymore.;
121;Remaining shelf life check during picking OG;OgItem;remLifeCheck;ogRemLifeCheck;B;1;0;;;Specifies whether the remaining life is checked in the OG process for this particular item.;
122;Remaining shelf life OG;OgItem;remainingLife.value;ogRemainingLife;D;12;3;?;;Specifies the value (or amount) in the duration unit entered by the user.;
123;Remaining shelf life unit OG;OgItem;remainingLife.unit.id;ogRemainingLifeUnit;S;5;0;?;X;Uniquely identifies the time unit.;
124;Required loading aid;OgItem;requiredLa.loadAidId;ogReqLoadAidId;S;10;0;;X;Unique identification of a loading aid (see LoadAid).;
125;Upper tolerance [%];OgItem;deliveryTolerance.upper;deliveryToleranceUpper;D;5;2;;;Upper tolerance in percentage.;
126;Lower tolerance [%];OgItem;deliveryTolerance.lower;deliveryToleranceLower;D;5;2;;;Lower tolerance in percentage.;
127;Stacking category;StackingAttributes;category;stackingCategory;S;30;0;;;The stacking category. Only products with the same category are allowed to be stacked onto a LU. Empty category means no stacking allowed.;
128;Customs tariff number;Item;customsTariffNo;customsTariffNo;S;15;0;;;Code used to identify goods for export/import procedures.;
129;Country of origin;Item;countryOfOrigin;countryOrigin;S;20;0;;;Defines the country of origin for each item.;
130;Data state (extended);;;recordState;E;13;0;;;;com.wamas.wms.core.di.recordtypes.RecordStateExtended
